PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,North Philadelphia East,,,,,,,,,
Location:,"Lat, Lon: 40.01, -75.14",,,,,,,,,
Lat (deg N):,40.01,,,,,,,,,
Long (deg W):,75.14,,,,,,,,,
Elev (m):,44.72000122,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (roof mount),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.129,,,,,,,,,
Capacity Factor (%),"15.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,20,23,0,0,-9,3,0,-9,0,0
1,21,0,0,0,-9,3,0,-9,0,0
1,21,1,0,0,-9,3,0,-9,0,0
1,21,2,0,0,-10,2,0,-10,0,0
1,21,3,0,0,-10,2,0,-10,0,0
1,21,4,0,0,-11,2,0,-11,0,0
1,21,5,0,0,-11,2,0,-11,0,0
1,21,6,0,0,-12,2,0,-12,0,0
1,21,7,128,12,-10,2,48.194,-11.158,162.012,138.569
1,21,8,595,52,-8,2,301.791,-0.46,1065.091,1020.255
1,21,9,773,70,-6,3,524.059,8.011,1885.132,1814.304
1,21,10,849,81,-4,2,688.346,17.981,2413.124,2322.252
1,21,11,878,87,-3,2,779.212,22.422,2692.115,2589.606
1,21,12,878,88,-2,2,791.36,24.139,2714.351,2610.884
1,21,13,863,81,-2,2,729.575,22.37,2514.652,2419.629
1,21,14,800,74,-2,2,590.561,17.919,2053.347,1976.415
1,21,15,668,59,-3,1,388.939,13.203,1333.131,1280.487
1,21,16,360,30,-5,1,142.299,0.648,465.652,435.862
1,21,17,0,0,-6,1,0,-6,0,0
1,21,18,0,0,-7,1,0,-7,0,0
1,21,19,0,0,-7,1,0,-7,0,0
1,21,20,0,0,-8,1,0,-8,0,0
1,21,21,0,0,-8,1,0,-8,0,0
1,21,22,0,0,-8,1,0,-8,0,0
1,21,23,0,0,-8,1,0,-8,0,0
1,22,0,0,0,-8,1,0,-8,0,0
1,22,1,0,0,-8,1,0,-8,0,0
1,22,2,0,0,-8,1,0,-8,0,0
1,22,3,0,0,-7,1,0,-7,0,0
1,22,4,0,0,-7,1,0,-7,0,0
1,22,5,0,0,-6,1,0,-6,0,0
1,22,6,0,0,-5,1,0,-5,0,0
1,22,7,114,12,-4,1,45.051,-5.652,149.454,126.255
1,22,8,0,54,-2,2,52.642,-2.721,204.49,180.211
1,22,9,212,133,0,3,274.946,5.856,1013.535,970.125
1,22,10,3,149,1,4,150.263,3.752,567.884,535.764
1,22,11,19,187,2,4,202.176,5.697,757.455,720.758
1,22,12,7,174,2,4,178.613,5.256,670.682,636.122
1,22,13,0,79,2,4,75.078,2.505,285.309,259.392
1,22,14,0,48,1,3,45.545,0.329,174.681,150.99
1,22,15,0,3,0,2,2.837,-2.348,11.005,0
1,22,16,0,1,0,2,0.945,-2.653,3.668,0
1,22,17,0,0,0,2,0,0,0,0
1,22,18,0,0,0,1,0,0,0,0
1,22,19,0,0,0,1,0,0,0,0
1,22,20,0,0,0,2,0,0,0,0
1,22,21,0,0,0,2,0,0,0,0
1,22,22,0,0,0,2,0,0,0,0
1,22,23,0,0,0,2,0,0,0,0
1,23,0,0,0,0,2,0,0,0,0
1,23,1,0,0,0,2,0,0,0,0
1,23,2,0,0,0,2,0,0,0,0
1,23,3,0,0,-1,2,0,-1,0,0
1,23,4,0,0,-1,2,0,-1,0,0
1,23,5,0,0,-1,2,0,-1,0,0
1,23,6,0,0,-2,1,0,-2,0,0
1,23,7,187,13,-2,1,62.624,-2.9,198.534,174.373
1,23,8,662,47,0,2,320.875,8.131,1087.795,1042.324
1,23,9,827,62,1,2,547.689,17.511,1888.199,1817.262
1,23,10,892,72,2,2,710.648,24.462,2418.122,2327.049
1,23,11,923,76,3,3,798.744,25.747,2717.234,2613.642
1,23,12,928,76,3,3,814.472,26.48,2763.325,2657.73
1,23,13,909,73,3,3,753.006,24.897,2565.477,2468.341
1,23,14,860,65,2,2,621.997,22.773,2115.453,2036.2
1,23,15,753,52,0,1,422.109,17.438,1418.309,1363.044
1,23,16,483,29,-1,1,173.797,6.012,547.625,515.975
1,23,17,0,0,-2,1,0,-2,0,0
1,23,18,0,0,-3,1,0,-3,0,0
1,23,19,0,0,-3,1,0,-3,0,0
1,23,20,0,0,-4,0,0,-4,0,0
1,23,21,0,0,-4,0,0,-4,0,0
1,23,22,0,0,-4,0,0,-4,0,0
1,23,23,0,0,-5,0,0,-5,0,0
1,24,0,0,0,-5,0,0,-5,0,0
1,24,1,0,0,-6,0,0,-6,0,0
1,24,2,0,0,-5,0,0,-5,0,0
1,24,3,0,0,-5,0,0,-5,0,0
1,24,4,0,0,-5,0,0,-5,0,0
1,24,5,0,0,-5,0,0,-5,0,0
1,24,6,0,0,-6,0,0,-6,0,0
1,24,7,0,2,-4,0,1.889,-9.3,7.54,0
1,24,8,0,43,-2,1,40.807,-3.804,159.231,135.842
1,24,9,183,138,0,1,257.214,7.095,944.516,902.975
1,24,10,0,127,0,1,124.374,3.757,470.125,440.235
1,24,11,152,225,0,1,367.987,11.912,1339.359,1286.526
1,24,12,0,147,0,1,144.139,5.421,540.963,509.466
1,24,13,5,162,0,2,164.699,3.536,623.001,589.585
1,24,14,111,164,0,2,252.508,6.483,937.256,895.91
1,24,15,0,73,0,1,71.108,1.639,271.217,245.59
1,24,16,40,38,-1,1,55.891,-1.538,207.286,182.951
1,24,17,0,0,-2,1,0,-2,0,0
1,24,18,0,0,-2,1,0,-2,0,0
1,24,19,0,0,-3,1,0,-3,0,0
1,24,20,0,0,-3,2,0,-3,0,0
1,24,21,0,0,-3,2,0,-3,0,0
1,24,22,0,0,-4,2,0,-4,0,0
1,24,23,0,0,-5,2,0,-5,0,0
1,25,0,0,0,-5,2,0,-5,0,0
1,25,1,0,0,-6,2,0,-6,0,0
1,25,2,0,0,-6,2,0,-6,0,0
1,25,3,0,0,-7,2,0,-7,0,0
1,25,4,0,0,-7,2,0,-7,0,0
1,25,5,0,0,-7,1,0,-7,0,0
1,25,6,0,0,-8,1,0,-8,0,0
1,25,7,197,14,-7,1,66.113,-7.786,213.911,189.444
1,25,8,645,50,-5,2,318.938,3.15,1107.617,1061.588
1,25,9,814,67,-3,3,548.761,11.687,1944.057,1871.12
1,25,10,881,79,-1,3,714.893,19.066,2495.545,2401.311
1,25,11,915,83,0,3,810.995,23.227,2792.893,2686.003
1,25,12,920,83,0,3,827.315,24.011,2840.87,2731.86
1,25,13,886,83,0,4,758.379,19.953,2645.595,2545.077
1,25,14,829,75,0,3,619.114,18.202,2153.307,2072.623
1,25,15,710,60,-1,2,414.85,12.963,1427.534,1371.981
1,25,16,444,33,-2,1,172.531,4.92,554.847,523.03
1,25,17,0,0,-3,1,0,-3,0,0
1,25,18,0,0,-4,1,0,-4,0,0
1,25,19,0,0,-5,1,0,-5,0,0
1,25,20,0,0,-6,1,0,-6,0,0
1,25,21,0,0,-6,1,0,-6,0,0
1,25,22,0,0,-7,1,0,-7,0,0
1,25,23,0,0,-7,1,0,-7,0,0
1,26,0,0,0,-6,1,0,-6,0,0
1,26,1,0,0,-6,1,0,-6,0,0
1,26,2,0,0,-6,1,0,-6,0,0
1,26,3,0,0,-5,0,0,-5,0,0
1,26,4,0,0,-5,0,0,-5,0,0
1,26,5,0,0,-5,0,0,-5,0,0
1,26,6,0,0,-5,0,0,-5,0,0
1,26,7,0,16,-4,0,15.167,-8.636,60.367,38.857
1,26,8,198,74,-3,1,166.416,0.36,606.925,573.89
1,26,9,226,137,-1,1,288.117,8.273,1051.315,1006.863
1,26,10,383,168,0,0,461.231,21.132,1601.28,1540.157
1,26,11,407,193,0,0,547.743,26.195,1864.371,1794.278
1,26,12,282,223,0,0,480.074,24.493,1649.176,1586.468
1,26,13,803,100,0,0,719.274,32.626,2364.517,2275.599
1,26,14,99,167,0,0,240.354,17.12,851.636,812.541
1,26,15,144,106,0,0,187.039,9.236,674.374,639.724
1,26,16,0,23,0,0,21.803,0.521,83.553,61.61
1,26,17,0,0,-1,0,0,-1,0,0
1,26,18,0,0,-1,0,0,-1,0,0
1,26,19,0,0,-1,0,0,-1,0,0
1,26,20,0,0,-1,0,0,-1,0,0
1,26,21,0,0,-2,0,0,-2,0,0
1,26,22,0,0,-2,1,0,-2,0,0
1,26,23,0,0,-2,1,0,-2,0,0
1,27,0,0,0,-2,1,0,-2,0,0
1,27,1,0,0,-2,1,0,-2,0,0
1,27,2,0,0,-3,1,0,-3,0,0
1,27,3,0,0,-3,1,0,-3,0,0
1,27,4,0,0,-3,1,0,-3,0,0
1,27,5,0,0,-4,1,0,-4,0,0
1,27,6,0,0,-4,1,0,-4,0,0
1,27,7,0,16,-3,1,15.166,-5.827,59.676,38.179
1,27,8,377,79,-1,2,248.573,4.559,878.224,838.438
1,27,9,573,112,0,2,464.771,13.623,1641.693,1579.234
1,27,10,718,116,1,2,650.67,21.328,2251.417,2166.959
1,27,11,767,122,2,2,750.327,26.108,2551.406,2454.857
1,27,12,765,127,3,2,765.506,27.947,2582.297,2484.455
1,27,13,765,115,3,2,714.583,26.522,2420.201,2329.043
1,27,14,676,111,2,2,570.576,21.056,1964.31,1890.642
1,27,15,538,89,1,1,370.3,16.205,1267.745,1217.067
1,27,16,274,45,0,1,139.351,5.272,466.025,436.227
1,27,17,0,0,0,1,0,0,0,0
1,27,18,0,0,-1,1,0,-1,0,0
1,27,19,0,0,-2,1,0,-2,0,0
1,27,20,0,0,-2,1,0,-2,0,0
1,27,21,0,0,-2,1,0,-2,0,0
1,27,22,0,0,-2,1,0,-2,0,0
1,27,23,0,0,-3,1,0,-3,0,0
1,28,0,0,0,-3,1,0,-3,0,0
1,28,1,0,0,-3,1,0,-3,0,0
1,28,2,0,0,-4,1,0,-4,0,0
1,28,3,0,0,-4,1,0,-4,0,0
1,28,4,0,0,-5,1,0,-5,0,0
1,28,5,0,0,-5,1,0,-5,0,0
1,28,6,0,0,-5,1,0,-5,0,0
1,28,7,126,16,-4,1,51.056,-5.38,169.893,146.296
1,28,8,527,64,-1,2,292.627,6.173,1014.402,970.968
1,28,9,711,86,0,3,518.663,13.673,1827.035,1758.254
1,28,10,804,96,1,3,686.099,20.097,2386.399,2296.604
1,28,11,852,99,2,3,787.755,24.409,2699.673,2596.838
1,28,12,861,98,3,3,805.992,26.215,2740.789,2636.176
1,28,13,848,91,4,2,747.195,28.602,2505.07,2410.443
1,28,14,795,81,3,1,611.567,27.532,2039.842,1963.409
1,28,15,680,65,1,1,414.651,18.063,1400.326,1345.62
1,28,16,409,37,0,1,170.087,6.79,550.11,518.403
1,28,17,0,0,-1,1,0,-1,0,0
1,28,18,0,0,-1,1,0,-1,0,0
1,28,19,0,0,-1,1,0,-1,0,0
1,28,20,0,0,-1,1,0,-1,0,0
1,28,21,0,0,-2,1,0,-2,0,0
1,28,22,0,0,-2,1,0,-2,0,0
1,28,23,0,0,-2,0,0,-2,0,0
1,29,0,0,0,-2,0,0,-2,0,0
1,29,1,0,0,-2,0,0,-2,0,0
1,29,2,0,0,-2,0,0,-2,0,0
1,29,3,0,0,-2,0,0,-2,0,0
1,29,4,0,0,-2,0,0,-2,0,0
1,29,5,0,0,-2,0,0,-2,0,0
1,29,6,0,0,-2,0,0,-2,0,0
1,29,7,0,9,-1,0,8.516,-5.929,33.522,12.507
1,29,8,0,18,0,1,17.042,-2.661,66.184,44.566
1,29,9,0,38,1,1,36.036,-0.801,138.865,115.871
1,29,10,0,84,2,1,79.951,2.136,304.305,277.994
1,29,11,4,170,3,1,171.314,7.104,638.22,604.441
1,29,12,0,109,4,1,104.679,6.271,391.429,363.269
1,29,13,0,135,4,0,131.741,8.306,488.295,457.997
1,29,14,215,171,3,0,327.296,16.773,1158.017,1110.55
1,29,15,0,65,1,0,62.227,5.798,233.161,208.308
1,29,16,0,9,0,0,8.512,-3.569,33.184,12.175
1,29,17,0,0,0,0,0,0,0,0
1,29,18,0,0,1,1,0,1,0,0
1,29,19,0,0,1,1,0,1,0,0
1,29,20,0,0,1,1,0,1,0,0
1,29,21,0,0,1,1,0,1,0,0
1,29,22,0,0,1,1,0,1,0,0
1,29,23,0,0,1,1,0,1,0,0
1,30,0,0,0,1,1,0,1,0,0
1,30,1,0,0,1,1,0,1,0,0
1,30,2,0,0,1,1,0,1,0,0
1,30,3,0,0,2,1,0,2,0,0
1,30,4,0,0,3,2,0,3,0,0
1,30,5,0,0,4,3,0,4,0,0
1,30,6,0,0,5,4,0,5,0,0
1,30,7,0,18,6,4,17.068,4.463,64.32,42.737
1,30,8,0,22,4,5,20.836,2.782,79.088,57.229
1,30,9,0,16,2,6,15.155,0.799,58.01,36.544
1,30,10,907,74,2,6,732.435,15.446,2601.393,2502.748
1,30,11,946,76,3,6,832.802,19.849,2915.045,2802.717
1,30,12,966,73,3,5,858.758,22.681,2969.053,2854.277
1,30,13,949,70,3,5,797.486,21.371,2766.121,2660.404
1,30,14,900,63,2,4,658.563,19.339,2281.603,2195.967
1,30,15,793,53,1,3,457.734,14.365,1569.385,1509.305
1,30,16,546,33,0,2,205.617,6.534,656.445,622.229
1,30,17,0,0,-1,2,0,-1,0,0
1,30,18,0,0,-2,1,0,-2,0,0
1,30,19,0,0,-2,1,0,-2,0,0
1,30,20,0,0,-2,1,0,-2,0,0
1,30,21,0,0,-3,1,0,-3,0,0
1,30,22,0,0,-3,1,0,-3,0,0
1,30,23,0,0,-3,1,0,-3,0,0
1,31,0,0,0,-3,1,0,-3,0,0
1,31,1,0,0,-3,1,0,-3,0,0
1,31,2,0,0,-3,1,0,-3,0,0
1,31,3,0,0,-4,1,0,-4,0,0
1,31,4,0,0,-4,1,0,-4,0,0
1,31,5,0,0,-4,1,0,-4,0,0
1,31,6,0,0,-3,1,0,-3,0,0
1,31,7,274,17,-2,1,85.968,-1.962,267.163,241.619
1,31,8,677,48,-1,2,335.893,7.746,1147.386,1100.224
1,31,9,825,64,0,2,561.156,17.031,1945.06,1872.088
1,31,10,890,73,0,1,721.43,27.228,2427.092,2335.655
1,31,11,919,78,1,1,816.651,32.25,2696.358,2593.667
1,31,12,917,81,2,1,832.119,34.221,2723.226,2619.375
1,31,13,893,79,3,1,774.46,33.377,2538.289,2442.287
1,31,14,844,70,2,1,637.66,27.647,2127.077,2047.386
1,31,15,740,57,1,0,438.559,24.701,1436.931,1381.084
1,31,16,496,35,-1,0,196.738,11.292,621.066,587.696
1,31,17,0,0,-2,1,0,-2,0,0
1,31,18,0,0,-2,1,0,-2,0,0
1,31,19,0,0,-8,0,0,-8,0,0
1,31,20,0,0,-8,0,0,-8,0,0
1,31,21,0,0,-8,1,0,-8,0,0
1,31,22,0,0,-7,1,0,-7,0,0
1,31,23,0,0,-7,1,0,-7,0,0
2,1,0,0,0,-6,1,0,-6,0,0
2,1,1,0,0,-6,1,0,-6,0,0
2,1,2,0,0,-7,1,0,-7,0,0
2,1,3,0,0,-6,1,0,-6,0,0
2,1,4,0,0,-6,2,0,-6,0,0
2,1,5,0,0,-5,2,0,-5,0,0
2,1,6,0,0,-4,2,0,-4,0,0
2,1,7,220,19,-2,2,77.569,-2.142,247.77,222.621
2,1,8,607,54,0,3,317.707,7.176,1093.512,1047.881
2,1,9,760,72,2,3,534.403,16.158,1861.998,1791.989
2,1,10,835,82,4,3,700.11,23.426,2399.221,2308.911
2,1,11,867,87,6,3,794.832,28.475,2673.328,2571.625
2,1,12,873,87,7,3,812.691,30.235,2712.386,2609.004
2,1,13,855,84,8,2,754.434,32.618,2482.588,2388.886
2,1,14,793,79,7,1,617.477,31.501,2023.649,1947.813
2,1,15,677,66,4,1,421.884,21.206,1409.269,1354.286
2,1,16,450,39,2,1,188.593,9.496,605.737,572.73
2,1,17,0,0,1,1,0,1,0,0
2,1,18,0,0,1,1,0,1,0,0
2,1,19,0,0,1,2,0,1,0,0
2,1,20,0,0,1,1,0,1,0,0
2,1,21,0,0,0,1,0,0,0,0
2,1,22,0,0,0,1,0,0,0,0
2,1,23,0,0,0,1,0,0,0,0
2,2,0,0,0,0,1,0,0,0,0
2,2,1,0,0,0,1,0,0,0,0
2,2,2,0,0,0,1,0,0,0,0
2,2,3,0,0,0,1,0,0,0,0
2,2,4,0,0,0,0,0,0,0,0
2,2,5,0,0,0,0,0,0,0,0
2,2,6,0,0,0,0,0,0,0,0
2,2,7,200,19,1,0,73.26,-0.404,234.157,209.283
2,2,8,561,59,3,0,305.716,15.004,1020.373,976.775
2,2,9,718,81,5,0,524.37,28.497,1727.615,1662.265
2,2,10,731,111,8,0,664.586,38.374,2120.73,2041.279
2,2,11,777,117,9,0,764.657,43.861,2383.9,2294.205
2,2,12,785,117,10,0,783.074,46.123,2414.458,2323.532
2,2,13,696,133,9,0,696.28,42.436,2183.719,2101.874
2,2,14,332,166,8,1,407.731,25.055,1386.664,1332.381
2,2,15,507,94,5,1,367.918,18.833,1251.374,1201.183
2,2,16,0,29,1,1,27.501,1.931,104.761,82.419
2,2,17,0,0,0,2,0,0,0,0
2,2,18,0,0,0,2,0,0,0,0
2,2,19,0,0,0,2,0,0,0,0
2,2,20,0,0,0,2,0,0,0,0
2,2,21,0,0,0,2,0,0,0,0
2,2,22,0,0,0,2,0,0,0,0
2,2,23,0,0,0,2,0,0,0,0
2,3,0,0,0,0,2,0,0,0,0
2,3,1,0,0,0,2,0,0,0,0
2,3,2,0,0,0,2,0,0,0,0
2,3,3,0,0,0,2,0,0,0,0
2,3,4,0,0,0,2,0,0,0,0
2,3,5,0,0,0,2,0,0,0,0
2,3,6,0,0,0,2,0,0,0,0
2,3,7,0,18,0,2,17.064,-2.132,66.123,44.506
2,3,8,0,57,0,2,54.807,-0.787,211.191,186.778
2,3,9,0,119,0,3,117.234,1.323,447.746,418.354
2,3,10,0,134,1,3,130.81,2.978,496.101,465.628
2,3,11,4,176,1,3,177.07,4.367,667.503,633.019
2,3,12,0,136,1,2,131.943,3.644,498.977,468.438
2,3,13,0,161,1,2,158.527,4.265,597.923,565.1
2,3,14,0,69,0,2,65.542,0.364,251.338,226.117
2,3,15,0,49,0,1,46.495,-0.963,179.292,155.51
2,3,16,0,34,0,1,32.282,-1.703,124.872,102.146
2,3,17,0,0,0,1,0,0,0,0
2,3,18,0,0,-1,1,0,-1,0,0
2,3,19,0,0,-1,1,0,-1,0,0
2,3,20,0,0,-2,1,0,-2,0,0
2,3,21,0,0,-2,0,0,-2,0,0
2,3,22,0,0,-2,0,0,-2,0,0
2,3,23,0,0,-3,0,0,-3,0,0
2,4,0,0,0,-3,0,0,-3,0,0
2,4,1,0,0,-3,0,0,-3,0,0
2,4,2,0,0,-4,0,0,-4,0,0
2,4,3,0,0,-4,0,0,-4,0,0
2,4,4,0,0,-4,0,0,-4,0,0
2,4,5,0,0,-5,1,0,-5,0,0
2,4,6,0,0,-5,1,0,-5,0,0
2,4,7,231,24,-4,1,85.854,-3.969,279.318,253.524
2,4,8,625,69,-2,2,344.628,7.038,1193.803,1145.301
2,4,9,792,94,-1,2,585.75,16.863,2039.111,1962.706
2,4,10,862,112,0,3,763.487,21.479,2643.097,2542.685
2,4,11,904,118,0,3,866.612,24.889,2966.499,2851.839
2,4,12,915,117,0,3,888.634,25.843,3030.288,2912.703
2,4,13,899,110,0,3,825.147,24.233,2828.449,2719.99
2,4,14,842,100,0,3,683.443,20.196,2366.248,2277.261
2,4,15,724,83,-1,2,469.987,14.98,1620.843,1559.075
2,4,16,474,51,-2,2,211.241,4.815,700.297,665.015
2,4,17,0,0,-3,2,0,-3,0,0
2,4,18,0,0,-4,2,0,-4,0,0
2,4,19,0,0,-5,2,0,-5,0,0
2,4,20,0,0,-5,2,0,-5,0,0
2,4,21,0,0,-6,2,0,-6,0,0
2,4,22,0,0,-6,2,0,-6,0,0
2,4,23,0,0,-7,2,0,-7,0,0
2,5,0,0,0,-7,3,0,-7,0,0
2,5,1,0,0,-8,3,0,-8,0,0
2,5,2,0,0,-8,3,0,-8,0,0
2,5,3,0,0,-9,3,0,-9,0,0
2,5,4,0,0,-9,3,0,-9,0,0
2,5,5,0,0,-10,3,0,-10,0,0
2,5,6,0,0,-9,3,0,-9,0,0
2,5,7,318,24,-8,3,105.123,-7.276,338.05,311.032
2,5,8,674,66,-8,3,363.002,0.681,1290.528,1239.17
2,5,9,812,93,-7,3,598.327,9.362,2154.137,2073.421
2,5,10,853,122,-6,3,770.599,15.982,2736.509,2632.082
2,5,11,891,131,-6,3,878.13,19.54,3082.221,2962.227
2,5,12,908,129,-5,4,898.708,18.679,3168.831,3044.763
2,5,13,892,122,-5,4,840.181,17.276,2974.753,2859.717
2,5,14,851,105,-5,3,697.522,15.857,2464.214,2371.266
2,5,15,758,81,-5,3,486.994,9.508,1720.914,1655.792
2,5,16,557,47,-7,2,234.307,0.752,784.689,747.307
2,5,17,0,0,-9,1,0,-9,0,0
2,5,18,0,0,-9,1,0,-9,0,0
2,5,19,0,0,-10,1,0,-10,0,0
2,5,20,0,0,-11,1,0,-11,0,0
2,5,21,0,0,-11,1,0,-11,0,0
2,5,22,0,0,-12,1,0,-12,0,0
2,5,23,0,0,-12,1,0,-12,0,0
2,6,0,0,0,-12,1,0,-12,0,0
2,6,1,0,0,-11,1,0,-11,0,0
2,6,2,0,0,-11,1,0,-11,0,0
2,6,3,0,0,-11,0,0,-11,0,0
2,6,4,0,0,-11,0,0,-11,0,0
2,6,5,0,0,-12,0,0,-12,0,0
2,6,6,0,0,-11,0,0,-11,0,0
2,6,7,0,10,-9,0,9.463,-14.078,38.494,17.387
2,6,8,0,66,-6,1,64.051,-6.844,253.076,227.82
2,6,9,9,138,-3,1,142.582,-0.163,547.371,515.727
2,6,10,769,141,-1,2,732.929,20.366,2552.915,2456.303
2,6,11,831,143,0,2,846.261,27.41,2863.968,2753.931
2,6,12,859,136,0,2,874.596,28.742,2942.808,2829.225
2,6,13,844,128,0,2,812.807,27.072,2750.758,2645.711
2,6,14,805,109,0,2,673.986,22.705,2308.918,2222.208
2,6,15,712,84,0,1,469.015,19.418,1587.959,1527.272
2,6,16,480,51,-2,0,215.733,11.429,696.855,661.658
2,6,17,0,0,-3,1,0,-3,0,0
2,6,18,0,0,-4,1,0,-4,0,0
2,6,19,0,0,-4,1,0,-4,0,0
2,6,20,0,0,-4,1,0,-4,0,0
2,6,21,0,0,-5,1,0,-5,0,0
2,6,22,0,0,-6,1,0,-6,0,0
2,6,23,0,0,-6,1,0,-6,0,0
2,7,0,0,0,-6,1,0,-6,0,0
2,7,1,0,0,-6,1,0,-6,0,0
2,7,2,0,0,-6,1,0,-6,0,0
2,7,3,0,0,-6,1,0,-6,0,0
2,7,4,0,0,-6,1,0,-6,0,0
2,7,5,0,0,-6,1,0,-6,0,0
2,7,6,0,0,-5,0,0,-5,0,0
2,7,7,0,6,-3,0,5.673,-8.138,22.532,1.717
2,7,8,0,38,-1,1,36.035,-2.947,140.112,117.094
2,7,9,45,156,0,1,190.554,4.489,715.093,679.448
2,7,10,237,234,2,2,431.578,14.252,1551.698,1492.193
2,7,11,790,152,4,2,825.744,29.23,2770.96,2665.032
2,7,12,823,140,6,3,852.288,30.433,2845.023,2735.829
2,7,13,766,148,7,3,777.283,29.501,2601.334,2502.691
2,7,14,716,129,6,2,638.766,27.187,2145.047,2064.676
2,7,15,633,96,5,1,443.322,23.026,1480.553,1423.33
2,7,16,421,55,3,1,202.291,11.144,660.346,626.035
2,7,17,0,0,2,2,0,2,0,0
2,7,18,0,0,2,2,0,2,0,0
2,7,19,0,0,3,2,0,3,0,0
2,7,20,0,0,4,3,0,4,0,0
2,7,21,0,0,4,2,0,4,0,0
2,7,22,0,0,4,2,0,4,0,0
2,7,23,0,0,4,2,0,4,0,0
2,8,0,0,0,4,2,0,4,0,0
2,8,1,0,0,4,2,0,4,0,0
2,8,2,0,0,3,2,0,3,0,0
2,8,3,0,0,3,2,0,3,0,0
2,8,4,0,0,4,2,0,4,0,0
2,8,5,0,0,4,2,0,4,0,0
2,8,6,0,0,5,2,0,5,0,0
2,8,7,166,30,6,2,78.203,5.964,254.27,228.989
2,8,8,493,80,9,3,306.146,15.818,1031.027,987.136
2,8,9,0,55,11,3,52.206,11.558,190.759,166.752
2,8,10,181,224,12,3,379.242,20.752,1324.705,1272.317
2,8,11,41,233,13,4,278.661,19.46,982.085,939.532
2,8,12,845,112,12,4,836.883,32.042,2771.81,2665.844
2,8,13,711,150,11,4,739.187,30.29,2465.107,2372.122
2,8,14,631,143,10,3,598.537,27.239,2011.467,1936.079
2,8,15,499,118,8,2,398.442,21.087,1349.63,1296.484
2,8,16,357,61,5,2,189.686,10.662,628.161,594.622
2,8,17,0,0,3,2,0,3,0,0
2,8,18,0,0,2,1,0,2,0,0
2,8,19,0,0,0,1,0,0,0,0
2,8,20,0,0,0,1,0,0,0,0
2,8,21,0,0,0,1,0,0,0,0
2,8,22,0,0,-1,1,0,-1,0,0
2,8,23,0,0,-2,1,0,-2,0,0
2,9,0,0,0,-2,1,0,-2,0,0
2,9,1,0,0,-2,1,0,-2,0,0
2,9,2,0,0,-3,1,0,-3,0,0
2,9,3,0,0,-3,1,0,-3,0,0
2,9,4,0,0,-3,1,0,-3,0,0
2,9,5,0,0,-3,1,0,-3,0,0
2,9,6,0,0,-2,1,0,-2,0,0
2,9,7,334,27,0,1,112.56,1.136,351.057,323.763
2,9,8,681,57,2,1,360.069,13.477,1212.446,1163.401
2,9,9,822,71,4,1,585.359,25.117,1963.181,1889.554
2,9,10,803,107,5,1,726.474,32.197,2392.993,2302.933
2,9,11,831,116,6,1,818.994,36.945,2646.66,2546.096
2,9,12,826,121,7,1,833.793,38.859,2670.532,2568.95
2,9,13,818,112,7,2,778.171,32.457,2567.217,2470.007
2,9,14,760,103,7,1,643.961,32.511,2107.46,2028.509
2,9,15,646,87,5,0,444.041,28.67,1444.345,1388.265
2,9,16,394,58,2,0,198.748,14.301,644.38,610.454
2,9,17,0,0,0,1,0,0,0,0
2,9,18,0,0,0,1,0,0,0,0
2,9,19,0,0,0,1,0,0,0,0
2,9,20,0,0,0,1,0,0,0,0
2,9,21,0,0,0,1,0,0,0,0
2,9,22,0,0,0,0,0,0,0,0
2,9,23,0,0,0,0,0,0,0,0
2,10,0,0,0,0,0,0,0,0,0
2,10,1,0,0,0,0,0,0,0,0
2,10,2,0,0,0,0,0,0,0,0
2,10,3,0,0,0,1,0,0,0,0
2,10,4,0,0,0,1,0,0,0,0
2,10,5,0,0,0,1,0,0,0,0
2,10,6,0,0,0,1,0,0,0,0
2,10,7,126,33,2,1,69.17,1.402,234.254,209.378
2,10,8,0,12,5,2,11.357,3.132,43.044,21.854
2,10,9,0,96,7,2,92.457,7.505,343.885,316.743
2,10,10,0,151,8,2,147.843,10.737,542.17,510.645
2,10,11,320,246,9,2,541.82,24.291,1864.353,1794.261
2,10,12,365,243,9,1,580.717,30.857,1937.139,1864.452
2,10,13,343,227,9,1,527.792,29.331,1771.412,1704.562
2,10,14,67,196,9,1,251.741,19.403,885.406,845.431
2,10,15,0,111,8,1,109.477,11.13,400.777,372.415
2,10,16,0,38,7,1,36.056,6.111,134.917,111.999
2,10,17,0,0,5,1,0,5,0,0
2,10,18,0,0,4,0,0,4,0,0
2,10,19,0,0,4,0,0,4,0,0
2,10,20,0,0,4,0,0,4,0,0
2,10,21,0,0,4,0,0,4,0,0
